Date,Store,Product,Category,Quantity,UnitPrice,CostPerUnit,TotalSales,Profit
2024-11-04,Manchester,Logitech Mouse,Accessories,5,1208.48,832.29,6042.4,1880.95
2024-11-05,London,Samsung Buds,Accessories,2,423.48,273.04,846.96,300.88
2024-11-06,London,Amazon Fire HD,Tablets,2,1203.68,679.6,2407.36,1048.16
2024-11-07,Newcastle,Lenovo ThinkPad,Laptops,2,1378.27,893.92,2756.54,968.7
2024-11-08,Newcastle,Samsung A54,Smartphones,5,957.06,797.22,4785.3,799.2
2024-11-09,Manchester,Gaming Headset,Gaming,1,1194.74,867.75,1194.74,326.99
2024-11-10,Manchester,Xiaomi Mi 12,Smartphones,2,1352.03,843.26,2704.06,1017.54
2024-11-11,Birmingham,Lenovo Tab M10,Tablets,4,426.71,336.21,1706.84,362.0
2024-11-12,Manchester,MacBook Air M1,Laptops,2,1154.65,637.82,2309.3,1033.66
2024-11-13,Leeds,PS5 Controller,Gaming,3,1306.5,869.49,3919.5,1311.03
2024-11-14,Manchester,Xiaomi Mi 12,Smartphones,3,918.5,635.0,2755.5,850.5
2024-11-15,Liverpool,Xiaomi Mi 12,Smartphones,5,106.51,58.54,532.55,239.85
2024-11-16,London,Xbox Controller,Gaming,3,675.22,442.96,2025.66,696.78
2024-11-17,Newcastle,Samsung S22,Smartphones,4,1231.69,875.89,4926.76,1423.2
2024-11-18,Liverpool,Lenovo ThinkPad,Laptops,4,146.77,119.32,587.08,109.8
2024-11-19,Leeds,iPhone 14,Smartphones,3,528.47,378.39,1585.41,450.24
2024-11-20,Leeds,Samsung A54,Smartphones,2,1011.01,530.25,2022.02,961.52
2024-11-21,Newcastle,Dell XPS 13,Laptops,4,500.01,308.28,2000.04,766.92
2024-11-22,Newcastle,HP Pavilion,Laptops,2,557.16,472.7,1114.32,168.92
2024-11-23,London,Anker Charger,Accessories,2,1437.29,806.83,2874.58,1260.92
2024-11-24,Birmingham,MacBook Air M1,Laptops,4,534.41,391.57,2137.64,571.36
2024-11-25,Birmingham,Lenovo Tab M10,Tablets,4,1461.76,741.13,5847.04,2882.52
2024-11-26,Newcastle,AirPods Pro,Accessories,1,1013.91,539.93,1013.91,473.98
2024-11-27,Manchester,MacBook Air M1,Laptops,5,1242.58,961.4,6212.9,1405.9
2024-11-28,London,Gaming Headset,Gaming,1,356.49,220.88,356.49,135.61
2024-11-29,Liverpool,Xbox Controller,Gaming,3,373.8,253.59,1121.4,360.63
2024-11-30,Newcastle,Samsung Buds,Accessories,4,1312.54,730.58,5250.16,2327.84
2024-12-01,London,Amazon Fire HD,Tablets,5,598.74,404.39,2993.7,971.75
2024-12-02,Newcastle,MacBook Pro M2,Laptops,5,583.32,470.91,2916.6,562.05
2024-12-03,Liverpool,Amazon Fire HD,Tablets,1,497.34,252.66,497.34,244.68
2024-12-04,Manchester,Dell XPS 13,Laptops,2,1436.84,1006.6,2873.68,860.48
2024-12-05,Newcastle,iPhone 15,Smartphones,1,729.44,444.82,729.44,284.62
2024-12-06,London,Xiaomi Mi 12,Smartphones,4,763.8,488.47,3055.2,1101.32
2024-12-07,London,Steam Gift Card,Gaming,2,120.9,61.54,241.8,118.72
2024-12-08,Birmingham,USB-C Cable,Accessories,4,1169.55,634.73,4678.2,2139.28
2024-12-09,Leeds,Gaming Headset,Gaming,2,431.07,344.0,862.14,174.14
2024-12-10,Leeds,iPad Pro,Tablets,4,559.9,355.68,2239.6,816.88
2024-12-11,Manchester,iPad Pro,Tablets,2,333.4,223.25,666.8,220.3
2024-12-12,Birmingham,PS5 Controller,Gaming,3,272.58,143.41,817.74,387.51
2024-12-13,London,Amazon Fire HD,Tablets,1,773.94,656.95,773.94,116.99
2024-12-14,Newcastle,Gaming Headset,Gaming,4,277.15,202.18,1108.6,299.88
2024-12-15,Liverpool,Lenovo ThinkPad,Laptops,4,619.1,451.28,2476.4,671.28
2024-12-16,Manchester,Amazon Fire HD,Tablets,5,592.88,496.44,2964.4,482.2
2024-12-17,Leeds,Lenovo Tab M10,Tablets,5,1145.23,627.57,5726.15,2588.3
2024-12-18,Leeds,Xiaomi Mi 12,Smartphones,5,1254.77,903.75,6273.85,1755.1
2024-12-19,London,Lenovo ThinkPad,Laptops,5,83.1,52.35,415.5,153.75
2024-12-20,Manchester,Logitech Mouse,Accessories,5,1269.65,678.41,6348.25,2956.2
2024-12-21,Liverpool,Samsung Buds,Accessories,4,380.35,276.93,1521.4,413.68
2024-12-22,Manchester,Xiaomi Mi 12,Smartphones,4,1292.16,823.54,5168.64,1874.48
2024-12-23,London,PS5 Controller,Gaming,1,171.18,125.05,171.18,46.13
2024-12-24,Manchester,iPhone 15,Smartphones,4,133.1,79.56,532.4,214.16
2024-12-25,Liverpool,HP Pavilion,Laptops,5,1241.2,835.83,6206.0,2026.85
2024-12-26,Leeds,iPhone 14,Smartphones,4,686.92,555.62,2747.68,525.2
2024-12-27,Liverpool,AirPods Pro,Accessories,5,90.79,46.6,453.95,220.95
2024-12-28,Leeds,Xiaomi Mi 12,Smartphones,3,125.46,63.26,376.38,186.6
2024-12-29,Birmingham,USB-C Cable,Accessories,2,703.68,596.06,1407.36,215.24
2024-12-30,Leeds,Samsung Tab S9,Tablets,4,545.17,351.22,2180.68,775.8
2024-12-31,London,HP Pavilion,Laptops,1,457.26,351.74,457.26,105.52
2025-01-01,Birmingham,iPhone 15,Smartphones,2,35.43,20.88,70.86,29.1
2025-01-02,Manchester,iPhone 14,Smartphones,1,804.85,414.24,804.85,390.61
2025-01-03,Newcastle,Lenovo ThinkPad,Laptops,4,453.38,382.19,1813.52,284.76
2025-01-04,London,Steam Gift Card,Gaming,4,251.82,129.76,1007.28,488.24
2025-01-05,Manchester,MacBook Air M1,Laptops,1,576.47,399.22,576.47,177.25
2025-01-06,Liverpool,iPhone 15,Smartphones,4,376.23,204.11,1504.92,688.48
2025-01-07,London,Xiaomi Mi 12,Smartphones,3,1013.75,619.32,3041.25,1183.29
2025-01-08,Newcastle,AirPods Pro,Accessories,2,961.38,555.07,1922.76,812.62
2025-01-09,Leeds,Logitech Mouse,Accessories,3,418.61,288.36,1255.83,390.75
2025-01-10,Manchester,MacBook Pro M2,Laptops,5,1034.24,550.38,5171.2,2419.3
2025-01-11,London,Amazon Fire HD,Tablets,5,631.86,483.6,3159.3,741.3
2025-01-12,London,Samsung Tab S9,Tablets,5,158.76,111.45,793.8,236.55
2025-01-13,Leeds,Xbox Controller,Gaming,2,33.81,19.82,67.62,27.98
2025-01-14,Manchester,iPad 10,Tablets,4,166.78,106.83,667.12,239.8
2025-01-15,Liverpool,Dell XPS 13,Laptops,1,841.53,636.68,841.53,204.85
2025-01-16,Birmingham,iPad Pro,Tablets,1,575.38,396.17,575.38,179.21
2025-01-17,Newcastle,MacBook Pro M2,Laptops,2,72.26,54.99,144.52,34.54
2025-01-18,Liverpool,iPhone 15,Smartphones,5,564.55,346.87,2822.75,1088.4
2025-01-19,Birmingham,Lenovo Tab M10,Tablets,2,565.1,371.28,1130.2,387.64
2025-01-20,Leeds,Dell XPS 13,Laptops,2,599.46,386.3,1198.92,426.32
2025-01-21,Birmingham,HP Pavilion,Laptops,4,1195.41,636.61,4781.64,2235.2
2025-01-22,Birmingham,Nintendo JoyCon,Gaming,5,878.38,611.81,4391.9,1332.85
2025-01-23,London,MacBook Pro M2,Laptops,3,419.33,330.75,1257.99,265.74
2025-01-24,Birmingham,Lenovo Tab M10,Tablets,4,1181.65,883.51,4726.6,1192.56
2025-01-25,London,Lenovo Tab M10,Tablets,4,201.12,152.33,804.48,195.16
2025-01-26,Liverpool,HP Pavilion,Laptops,1,905.37,685.8,905.37,219.57
2025-01-27,Birmingham,Samsung A54,Smartphones,5,276.75,200.13,1383.75,383.1
2025-01-28,Leeds,Amazon Fire HD,Tablets,3,1115.18,928.51,3345.54,560.01
2025-01-29,Liverpool,Samsung A54,Smartphones,5,1469.88,819.98,7349.4,3249.5
2025-01-30,Liverpool,Xiaomi Mi 12,Smartphones,1,1395.83,1080.24,1395.83,315.59
2025-01-31,Leeds,Dell XPS 13,Laptops,2,1311.64,1042.33,2623.28,538.62
2025-02-01,Newcastle,AirPods Pro,Accessories,5,698.12,467.07,3490.6,1155.25
2025-02-02,Birmingham,HP Pavilion,Laptops,2,1365.9,1055.94,2731.8,619.92
2025-02-03,London,Samsung A54,Smartphones,4,220.32,168.1,881.28,208.88
2025-02-04,Liverpool,USB-C Cable,Accessories,4,86.0,44.09,344.0,167.64
2025-02-05,London,Samsung Buds,Accessories,2,1270.29,754.36,2540.58,1031.86
2025-02-06,London,Gaming Headset,Gaming,3,112.73,92.13,338.19,61.8
2025-02-07,Manchester,Gaming Headset,Gaming,2,628.42,390.61,1256.84,475.62
2025-02-08,Newcastle,Amazon Fire HD,Tablets,5,97.34,62.94,486.7,172.0
2025-02-09,Manchester,Xiaomi Mi 12,Smartphones,2,1469.74,809.44,2939.48,1320.6
2025-02-10,Birmingham,PS5 Controller,Gaming,3,476.87,396.5,1430.61,241.11
2025-02-11,Manchester,Xiaomi Mi 12,Smartphones,1,52.61,39.56,52.61,13.05
2025-02-12,Birmingham,iPhone 14,Smartphones,1,1471.16,852.67,1471.16,618.49
2025-02-13,Manchester,Dell XPS 13,Laptops,1,1191.72,824.78,1191.72,366.94
2025-02-14,London,MacBook Air M1,Laptops,2,265.35,220.5,530.7,89.7
2025-02-15,Newcastle,MacBook Pro M2,Laptops,2,1295.74,856.56,2591.48,878.36
2025-02-16,London,Anker Charger,Accessories,3,699.68,362.56,2099.04,1011.36
2025-02-17,Newcastle,Gaming Headset,Gaming,2,508.72,389.1,1017.44,239.24
2025-02-18,Manchester,Gaming Headset,Gaming,4,398.13,330.97,1592.52,268.64
2025-02-19,Newcastle,Samsung Buds,Accessories,1,60.21,31.48,60.21,28.73
2025-02-20,Birmingham,Amazon Fire HD,Tablets,1,598.28,466.31,598.28,131.97
2025-02-21,Liverpool,Samsung S22,Smartphones,2,158.24,103.55,316.48,109.38
2025-02-22,Leeds,Samsung Buds,Accessories,4,1193.42,837.97,4773.68,1421.8
2025-02-23,Manchester,iPhone 15,Smartphones,2,682.45,474.46,1364.9,415.98
2025-02-24,Newcastle,Lenovo Tab M10,Tablets,3,1347.84,753.58,4043.52,1782.78
2025-02-25,Birmingham,Samsung A54,Smartphones,1,69.41,43.54,69.41,25.87
2025-02-26,Liverpool,Lenovo Tab M10,Tablets,4,1201.92,1008.07,4807.68,775.4
2025-02-27,Leeds,Samsung A54,Smartphones,3,767.71,643.72,2303.13,371.97
2025-02-28,Manchester,Steam Gift Card,Gaming,5,498.06,422.84,2490.3,376.1
2025-03-01,London,Samsung Tab S9,Tablets,5,848.44,580.83,4242.2,1338.05
2025-03-02,Leeds,Samsung Buds,Accessories,2,137.52,103.97,275.04,67.1
2025-03-03,Liverpool,USB-C Cable,Accessories,1,1232.21,849.34,1232.21,382.87
2025-03-04,Birmingham,Anker Charger,Accessories,1,717.33,564.95,717.33,152.38
2025-03-05,Newcastle,Xiaomi Mi 12,Smartphones,2,1232.5,995.78,2465.0,473.44
2025-03-06,Leeds,Lenovo ThinkPad,Laptops,4,1242.45,664.99,4969.8,2309.84
2025-03-07,Manchester,Amazon Fire HD,Tablets,2,534.95,351.8,1069.9,366.3
2025-03-08,Liverpool,iPad 10,Tablets,1,1265.34,841.39,1265.34,423.95
2025-03-09,Liverpool,iPad 10,Tablets,4,1114.16,598.55,4456.64,2062.44
2025-03-10,Liverpool,AirPods Pro,Accessories,4,356.23,282.48,1424.92,295.0
2025-03-11,Leeds,Samsung Buds,Accessories,1,338.98,212.25,338.98,126.73
2025-03-12,Birmingham,iPad 10,Tablets,5,624.29,478.04,3121.45,731.25
2025-03-13,Manchester,AirPods Pro,Accessories,1,1186.9,869.69,1186.9,317.21
2025-03-14,Manchester,iPad 10,Tablets,3,20.28,11.34,60.84,26.82
2025-03-15,Liverpool,USB-C Cable,Accessories,3,630.89,492.61,1892.67,414.84
2025-03-16,Newcastle,AirPods Pro,Accessories,1,643.74,327.99,643.74,315.75
2025-03-17,Birmingham,Samsung S22,Smartphones,3,1242.54,925.39,3727.62,951.45
2025-03-18,Birmingham,USB-C Cable,Accessories,1,471.03,372.25,471.03,98.78
2025-03-19,Newcastle,Amazon Fire HD,Tablets,5,820.23,437.83,4101.15,1912.0
2025-03-20,Liverpool,iPhone 14,Smartphones,4,465.87,330.5,1863.48,541.48
2025-03-21,Manchester,Samsung S22,Smartphones,1,91.25,74.46,91.25,16.79
2025-03-22,Leeds,Xiaomi Mi 12,Smartphones,1,1483.76,1067.06,1483.76,416.7
2025-03-23,Leeds,Samsung A54,Smartphones,3,416.31,323.14,1248.93,279.51
2025-03-24,Leeds,Steam Gift Card,Gaming,4,345.93,232.1,1383.72,455.32
2025-03-25,Manchester,PS5 Controller,Gaming,5,68.32,54.93,341.6,66.95
2025-03-26,London,Xiaomi Mi 12,Smartphones,4,1367.8,906.24,5471.2,1846.24
2025-03-27,Liverpool,iPad Pro,Tablets,4,676.2,481.78,2704.8,777.68
2025-03-28,Birmingham,AirPods Pro,Accessories,5,966.62,712.16,4833.1,1272.3
2025-03-29,Manchester,Anker Charger,Accessories,4,741.75,540.2,2967.0,806.2
2025-03-30,Newcastle,Dell XPS 13,Laptops,1,769.27,555.36,769.27,213.91
2025-03-31,Liverpool,iPhone 15,Smartphones,1,78.85,56.1,78.85,22.75
2025-04-01,London,Amazon Fire HD,Tablets,2,1457.87,898.01,2915.74,1119.72
2025-04-02,Leeds,Samsung Tab S9,Tablets,5,721.95,510.28,3609.75,1058.35
2025-04-03,Leeds,iPhone 14,Smartphones,3,1269.01,761.05,3807.03,1523.88
2025-04-04,London,PS5 Controller,Gaming,2,454.36,375.35,908.72,158.02
2025-04-05,Liverpool,PS5 Controller,Gaming,1,1230.95,844.51,1230.95,386.44
2025-04-06,Newcastle,Xiaomi Mi 12,Smartphones,3,86.38,56.81,259.14,88.71
2025-04-07,Leeds,PS5 Controller,Gaming,4,1100.19,889.82,4400.76,841.48
2025-04-08,Manchester,Steam Gift Card,Gaming,4,1018.42,614.98,4073.68,1613.76
2025-04-09,Newcastle,Samsung Buds,Accessories,5,22.32,16.13,111.6,30.95
2025-04-10,Newcastle,PS5 Controller,Gaming,4,1036.15,559.59,4144.6,1906.24
2025-04-11,Birmingham,Samsung A54,Smartphones,2,156.58,110.97,313.16,91.22
2025-04-12,Manchester,iPhone 14,Smartphones,4,138.67,86.55,554.68,208.48
2025-04-13,Manchester,PS5 Controller,Gaming,2,555.64,393.27,1111.28,324.74
2025-04-14,Birmingham,Dell XPS 13,Laptops,1,926.61,746.66,926.61,179.95
2025-04-15,Newcastle,Lenovo Tab M10,Tablets,2,804.39,635.59,1608.78,337.6
2025-04-16,London,MacBook Air M1,Laptops,1,644.61,388.87,644.61,255.74
2025-04-17,London,Xbox Controller,Gaming,5,202.04,140.52,1010.2,307.6
2025-04-18,Liverpool,Samsung A54,Smartphones,5,1044.89,679.68,5224.45,1826.05
2025-04-19,Birmingham,PS5 Controller,Gaming,5,1295.38,915.32,6476.9,1900.3
2025-04-20,Liverpool,Dell XPS 13,Laptops,3,1289.19,1058.2,3867.57,692.97
2025-04-21,Manchester,Dell XPS 13,Laptops,1,60.58,38.62,60.58,21.96
2025-04-22,Birmingham,USB-C Cable,Accessories,4,86.27,66.14,345.08,80.52
2025-04-23,Liverpool,Lenovo Tab M10,Tablets,2,975.82,705.44,1951.64,540.76
2025-04-24,Manchester,Samsung Tab S9,Tablets,1,169.86,135.29,169.86,34.57
2025-04-25,Manchester,Anker Charger,Accessories,1,175.78,98.19,175.78,77.59
2025-04-26,Liverpool,Nintendo JoyCon,Gaming,3,1446.75,917.92,4340.25,1586.49
2025-04-27,Leeds,Samsung Tab S9,Tablets,2,605.24,368.97,1210.48,472.54
2025-04-28,Birmingham,Xbox Controller,Gaming,5,1256.51,791.15,6282.55,2326.8
2025-04-29,Leeds,Nintendo JoyCon,Gaming,4,1492.39,1031.07,5969.56,1845.28
2025-04-30,Newcastle,Nintendo JoyCon,Gaming,4,65.79,55.25,263.16,42.16
2025-05-01,Leeds,USB-C Cable,Accessories,5,727.26,499.11,3636.3,1140.75
2025-05-02,Leeds,Nintendo JoyCon,Gaming,3,547.15,431.91,1641.45,345.72
2025-05-03,Leeds,iPad Pro,Tablets,1,771.02,568.31,771.02,202.71
2025-05-04,Leeds,Logitech Mouse,Accessories,4,533.97,375.47,2135.88,634.0
2025-05-05,London,Lenovo Tab M10,Tablets,2,743.57,476.35,1487.14,534.44
2025-05-06,Manchester,Amazon Fire HD,Tablets,2,942.64,659.17,1885.28,566.94
2025-05-07,Leeds,Lenovo Tab M10,Tablets,5,239.02,190.83,1195.1,240.95
2025-05-08,Leeds,Logitech Mouse,Accessories,3,1365.99,1028.25,4097.97,1013.22
2025-05-09,Birmingham,USB-C Cable,Accessories,3,833.0,433.33,2499.0,1199.01
2025-05-10,Manchester,iPhone 15,Smartphones,4,1455.02,1210.85,5820.08,976.68
2025-05-11,Manchester,Anker Charger,Accessories,4,1298.05,916.5,5192.2,1526.2
2025-05-12,Liverpool,Logitech Mouse,Accessories,1,852.81,558.1,852.81,294.71
2025-05-13,Newcastle,iPad 10,Tablets,3,874.37,702.08,2623.11,516.87
2025-05-14,Birmingham,iPad Pro,Tablets,4,1244.73,955.44,4978.92,1157.16
2025-05-15,London,Nintendo JoyCon,Gaming,1,108.02,54.13,108.02,53.89
2025-05-16,Leeds,iPhone 14,Smartphones,3,481.61,283.97,1444.83,592.92
2025-05-17,Liverpool,Steam Gift Card,Gaming,2,725.73,537.55,1451.46,376.36
2025-05-18,Birmingham,iPad Pro,Tablets,2,956.17,693.76,1912.34,524.82
2025-05-19,Liverpool,MacBook Air M1,Laptops,3,331.84,277.12,995.52,164.16
2025-05-20,Liverpool,iPad Pro,Tablets,2,1246.13,751.56,2492.26,989.14
2025-05-21,Leeds,Samsung A54,Smartphones,1,956.7,501.46,956.7,455.24
2025-05-22,Manchester,Gaming Headset,Gaming,1,1153.85,918.55,1153.85,235.3
2025-05-23,Liverpool,iPhone 15,Smartphones,4,622.52,325.64,2490.08,1187.52
2025-05-24,Leeds,Amazon Fire HD,Tablets,5,1422.58,747.3,7112.9,3376.4
2025-05-25,Manchester,Samsung Tab S9,Tablets,2,133.76,90.32,267.52,86.88
2025-05-26,Birmingham,Anker Charger,Accessories,2,127.89,81.98,255.78,91.82
2025-05-27,London,Dell XPS 13,Laptops,3,52.6,37.04,157.8,46.68
2025-05-28,Liverpool,iPhone 14,Smartphones,5,69.83,40.16,349.15,148.35
2025-05-29,Manchester,iPhone 14,Smartphones,1,1085.29,871.95,1085.29,213.34
2025-05-30,Manchester,HP Pavilion,Laptops,4,962.89,658.81,3851.56,1216.32
2025-05-31,Birmingham,Anker Charger,Accessories,5,1209.86,838.89,6049.3,1854.85
2025-06-01,Manchester,Nintendo JoyCon,Gaming,2,614.14,341.17,1228.28,545.94
2025-06-02,London,MacBook Pro M2,Laptops,3,421.89,270.37,1265.67,454.56
2025-06-03,Newcastle,iPhone 15,Smartphones,5,89.34,53.31,446.7,180.15
2025-06-04,Leeds,iPhone 15,Smartphones,1,523.75,434.27,523.75,89.48
2025-06-05,Liverpool,Logitech Mouse,Accessories,1,553.15,328.92,553.15,224.23
2025-06-06,Leeds,HP Pavilion,Laptops,4,1187.62,964.53,4750.48,892.36
2025-06-07,Manchester,iPad 10,Tablets,4,1019.21,550.99,4076.84,1872.88
2025-06-08,Manchester,PS5 Controller,Gaming,4,956.41,713.82,3825.64,970.36
2025-06-09,Birmingham,Steam Gift Card,Gaming,3,1006.25,843.35,3018.75,488.7
2025-06-10,Leeds,iPad 10,Tablets,4,1059.76,640.43,4239.04,1677.32
2025-06-11,Leeds,Logitech Mouse,Accessories,3,973.34,503.09,2920.02,1410.75
2025-06-12,Newcastle,AirPods Pro,Accessories,3,697.4,399.69,2092.2,893.13
2025-06-13,Manchester,Amazon Fire HD,Tablets,1,97.49,74.94,97.49,22.55
2025-06-14,London,Steam Gift Card,Gaming,4,1278.52,734.12,5114.08,2177.6
2025-06-15,Manchester,iPad 10,Tablets,4,1023.16,729.22,4092.64,1175.76
2025-06-16,Birmingham,Samsung A54,Smartphones,2,1110.9,934.39,2221.8,353.02
2025-06-17,Liverpool,Gaming Headset,Gaming,1,1337.52,803.31,1337.52,534.21
2025-06-18,Birmingham,PS5 Controller,Gaming,1,185.04,125.93,185.04,59.11
2025-06-19,Newcastle,Xbox Controller,Gaming,5,581.06,359.14,2905.3,1109.6
2025-06-20,Newcastle,Samsung A54,Smartphones,2,66.5,50.39,133.0,32.22
2025-06-21,Birmingham,Samsung A54,Smartphones,4,34.69,22.98,138.76,46.84
2025-06-22,Birmingham,HP Pavilion,Laptops,2,1022.76,623.02,2045.52,799.48
2025-06-23,Manchester,Samsung A54,Smartphones,2,1288.55,903.76,2577.1,769.58
2025-06-24,Leeds,iPad 10,Tablets,2,288.97,188.53,577.94,200.88
2025-06-25,Birmingham,iPhone 14,Smartphones,2,350.43,253.94,700.86,192.98
2025-06-26,Liverpool,Lenovo Tab M10,Tablets,4,831.61,671.72,3326.44,639.56
2025-06-27,Leeds,Samsung S22,Smartphones,1,917.1,552.0,917.1,365.1
2025-06-28,Manchester,Amazon Fire HD,Tablets,3,1071.0,886.88,3213.0,552.36
2025-06-29,Manchester,USB-C Cable,Accessories,4,721.24,375.22,2884.96,1384.08
2025-06-30,Birmingham,Xiaomi Mi 12,Smartphones,4,825.83,691.19,3303.32,538.56
2025-07-01,London,iPhone 14,Smartphones,3,1093.93,784.25,3281.79,929.04
2025-07-02,Leeds,MacBook Air M1,Laptops,2,486.42,290.24,972.84,392.36
2025-07-03,Birmingham,Gaming Headset,Gaming,4,971.37,761.02,3885.48,841.4
2025-07-04,Manchester,AirPods Pro,Accessories,1,1041.2,772.08,1041.2,269.12
2025-07-05,London,Gaming Headset,Gaming,4,360.77,186.01,1443.08,699.04
2025-07-06,Leeds,Dell XPS 13,Laptops,2,378.0,255.23,756.0,245.54
2025-07-07,Liverpool,Xbox Controller,Gaming,2,286.86,189.47,573.72,194.78
2025-07-08,Liverpool,Gaming Headset,Gaming,5,93.97,74.73,469.85,96.2
2025-07-09,London,Xbox Controller,Gaming,3,599.95,438.38,1799.85,484.71
2025-07-10,Manchester,Logitech Mouse,Accessories,4,1492.33,1117.91,5969.32,1497.68
2025-07-11,Newcastle,Samsung A54,Smartphones,3,699.27,574.65,2097.81,373.86
2025-07-12,Leeds,MacBook Pro M2,Laptops,4,1247.5,943.41,4990.0,1216.36
2025-07-13,Manchester,MacBook Air M1,Laptops,3,604.9,504.19,1814.7,302.13
2025-07-14,London,Xbox Controller,Gaming,4,386.06,279.59,1544.24,425.88
2025-07-15,London,Amazon Fire HD,Tablets,2,1162.01,783.91,2324.02,756.2
2025-07-16,Manchester,Xbox Controller,Gaming,4,548.4,451.97,2193.6,385.72
2025-07-17,Liverpool,Lenovo Tab M10,Tablets,2,496.07,395.28,992.14,201.58
2025-07-18,Leeds,Nintendo JoyCon,Gaming,1,616.09,500.96,616.09,115.13
2025-07-19,Manchester,HP Pavilion,Laptops,1,247.63,209.63,247.63,38.0
2025-07-20,Birmingham,iPad 10,Tablets,1,1146.29,722.28,1146.29,424.01
2025-07-21,Manchester,USB-C Cable,Accessories,3,105.4,69.09,316.2,108.93
2025-07-22,Liverpool,iPhone 15,Smartphones,5,391.48,273.03,1957.4,592.25
2025-07-23,Leeds,HP Pavilion,Laptops,1,375.79,213.09,375.79,162.7
2025-07-24,Leeds,Anker Charger,Accessories,2,1262.93,963.77,2525.86,598.32
2025-07-25,London,MacBook Air M1,Laptops,1,239.3,176.57,239.3,62.73
2025-07-26,Leeds,Gaming Headset,Gaming,5,1084.36,755.98,5421.8,1641.9
2025-07-27,Manchester,Amazon Fire HD,Tablets,2,1262.7,694.91,2525.4,1135.58
2025-07-28,Manchester,Steam Gift Card,Gaming,4,1238.28,1004.38,4953.12,935.6
2025-07-29,Newcastle,USB-C Cable,Accessories,5,397.86,240.11,1989.3,788.75
2025-07-30,Leeds,AirPods Pro,Accessories,3,122.13,101.28,366.39,62.55
2025-07-31,Manchester,Samsung S22,Smartphones,3,1257.02,774.66,3771.06,1447.08
2025-08-01,Leeds,Xbox Controller,Gaming,4,244.36,197.09,977.44,189.08
2025-08-02,London,USB-C Cable,Accessories,5,599.9,414.74,2999.5,925.8
2025-08-03,London,Xiaomi Mi 12,Smartphones,1,110.77,69.43,110.77,41.34
2025-08-04,Newcastle,Lenovo ThinkPad,Laptops,5,667.47,539.95,3337.35,637.6
2025-08-05,London,Anker Charger,Accessories,4,351.95,257.65,1407.8,377.2
2025-08-06,London,Steam Gift Card,Gaming,2,468.34,287.49,936.68,361.7
2025-08-07,Newcastle,Samsung Tab S9,Tablets,1,568.99,464.11,568.99,104.88
2025-08-08,Manchester,USB-C Cable,Accessories,5,241.41,152.87,1207.05,442.7
2025-08-09,Liverpool,Dell XPS 13,Laptops,2,1175.33,827.81,2350.66,695.04
2025-08-10,London,MacBook Air M1,Laptops,1,910.3,549.64,910.3,360.66
2025-08-11,London,Lenovo Tab M10,Tablets,5,171.72,116.74,858.6,274.9
2025-08-12,Liverpool,Amazon Fire HD,Tablets,1,1400.73,1106.05,1400.73,294.68
2025-08-13,Liverpool,iPhone 15,Smartphones,5,1295.3,771.9,6476.5,2617.0
2025-08-14,Birmingham,Xiaomi Mi 12,Smartphones,1,531.11,327.94,531.11,203.17
2025-08-15,Leeds,Nintendo JoyCon,Gaming,1,1057.73,798.03,1057.73,259.7
2025-08-16,Birmingham,iPhone 14,Smartphones,3,734.1,497.23,2202.3,710.61
2025-08-17,Newcastle,MacBook Air M1,Laptops,3,1177.61,640.07,3532.83,1612.62
2025-08-18,Liverpool,MacBook Air M1,Laptops,2,667.74,388.79,1335.48,557.9
2025-08-19,Leeds,Nintendo JoyCon,Gaming,1,810.75,558.82,810.75,251.93
2025-08-20,Newcastle,Xiaomi Mi 12,Smartphones,3,733.75,397.31,2201.25,1009.32
2025-08-21,London,Samsung Tab S9,Tablets,4,355.56,287.21,1422.24,273.4
2025-08-22,Liverpool,Anker Charger,Accessories,4,449.27,361.66,1797.08,350.44
2025-08-23,Liverpool,Xiaomi Mi 12,Smartphones,3,1279.01,1079.06,3837.03,599.85
2025-08-24,Leeds,HP Pavilion,Laptops,4,296.63,150.37,1186.52,585.04
2025-08-25,Leeds,Lenovo Tab M10,Tablets,3,629.25,520.55,1887.75,326.1
2025-08-26,Newcastle,Samsung A54,Smartphones,5,121.16,93.82,605.8,136.7
2025-08-27,Newcastle,MacBook Air M1,Laptops,3,1022.76,537.19,3068.28,1456.71
2025-08-28,Newcastle,AirPods Pro,Accessories,5,1181.6,894.14,5908.0,1437.3
2025-08-29,Manchester,Lenovo Tab M10,Tablets,4,431.22,257.31,1724.88,695.64
2025-08-30,Manchester,iPhone 14,Smartphones,2,686.17,577.75,1372.34,216.84
2025-08-31,Manchester,Lenovo ThinkPad,Laptops,4,617.33,468.1,2469.32,596.92
2025-09-01,Liverpool,AirPods Pro,Accessories,1,532.86,340.59,532.86,192.27
2025-09-02,Birmingham,iPad Pro,Tablets,2,734.9,436.52,1469.8,596.76
2025-09-03,Newcastle,MacBook Pro M2,Laptops,3,901.13,504.85,2703.39,1188.84
2025-09-04,Birmingham,Logitech Mouse,Accessories,1,156.26,110.89,156.26,45.37
2025-09-05,Liverpool,iPad Pro,Tablets,5,42.36,35.49,211.8,34.35
2025-09-06,Liverpool,MacBook Air M1,Laptops,1,1014.64,714.56,1014.64,300.08
2025-09-07,Liverpool,Logitech Mouse,Accessories,4,22.99,12.9,91.96,40.36
